id;ID_Segment;Lenght;distance;angle;Nom;Lat;Long;Rayon
1;T1;204;130.000000000000000;296.565051177077976;Matexi Sainte-Anne;50.7219782300;4.5988403350;50
1;T1;204;140.000000000000000;313.011612854685779;Matexi Sainte-Anne;50.7220272900;4.5987233440;50
1;T1;204;150.000000000000000;313.011612854685779;Matexi Sainte-Anne;50.7220888200;4.5986200920;50
1;T1;204;160.000000000000000;313.011612854685779;Matexi Sainte-Anne;50.7221503400;4.5985168390;50
1;T1;204;170.000000000000000;313.011612854685779;Matexi Sainte-Anne;50.7222118700;4.5984135860;50
1;T1;204;180.000000000000000;313.011612854685779;Matexi Sainte-Anne;50.7222734000;4.5983103320;50
1;T1;204;190.000000000000000;313.011612854685779;Matexi Sainte-Anne;50.7223349300;4.5982070790;50
1;T1;204;200.000000000000000;313.011612854685779;Matexi Sainte-Anne;50.7223964500;4.5981038250;50
2;T2;112;0.000000000000000;14.796762245061551;Matexi Sainte-Anne;50.7224181900;4.5980676800;50
2;T2;112;10.000000000000000;14.796762245061551;Matexi Sainte-Anne;50.7225050300;4.5981042720;50
2;T2;112;20.000000000000000;14.796762245061551;Matexi Sainte-Anne;50.7225918800;4.5981408650;50
2;T2;112;30.000000000000000;14.796762245061551;Matexi Sainte-Anne;50.7226787200;4.5981774570;50
2;T2;112;40.000000000000000;14.796762245061551;Matexi Sainte-Anne;50.7227655700;4.5982140500;50
2;T2;112;50.000000000000000;14.796762245061551;Matexi Sainte-Anne;50.7228524100;4.5982506430;50
2;T2;112;60.000000000000000;14.796762245061551;Matexi Sainte-Anne;50.7229392600;4.5982872360;50
2;T2;112;70.000000000000000;14.796762245061551;Matexi Sainte-Anne;50.7230261000;4.5983238290;50
2;T2;112;80.000000000000000;306.869897645860931;Matexi Sainte-Anne;50.7230875800;4.5982443070;50
2;T2;112;90.000000000000000;306.869897645860931;Matexi Sainte-Anne;50.7231417500;4.5981312740;50
2;T2;112;100.000000000000000;306.869897645860931;Matexi Sainte-Anne;50.7231959100;4.5980182410;50
2;T2;112;110.000000000000000;306.869897645860931;Matexi Sainte-Anne;50.7232500700;4.5979052070;50
3;T3;394;0.000000000000000;198.131091630510724;Matexi Sainte-Anne;50.7224183600;4.5980673150;50
3;T3;394;10.000000000000000;198.131091630510724;Matexi Sainte-Anne;50.7223330200;4.5980228280;50
3;T3;394;20.000000000000000;198.131091630510724;Matexi Sainte-Anne;50.7222476700;4.5979783410;50
3;T3;394;30.000000000000000;198.131091630510724;Matexi Sainte-Anne;50.7221623200;4.5979338540;50
3;T3;394;40.000000000000000;198.131091630510724;Matexi Sainte-Anne;50.7220769700;4.5978893670;50
3;T3;394;50.000000000000000;198.131091630510724;Matexi Sainte-Anne;50.7219916300;4.5978448800;50
3;T3;394;60.000000000000000;198.131091630510724;Matexi Sainte-Anne;50.7219062800;4.5978003940;50
3;T3;394;70.000000000000000;198.131091630510724;Matexi Sainte-Anne;50.7218209300;4.5977559070;50
3;T3;394;80.000000000000000;198.131091630510724;Matexi Sainte-Anne;50.7217355900;4.5977114210;50
3;T3;394;90.000000000000000;198.131091630510724;Matexi Sainte-Anne;50.7216502400;4.5976669350;50
3;T3;394;100.000000000000000;198.131091630510724;Matexi Sainte-Anne;50.7215648900;4.5976224490;50
3;T3;394;110.000000000000000;198.131091630510724;Matexi Sainte-Anne;50.7214795400;4.5975779630;50
3;T3;394;120.000000000000000;198.131091630510724;Matexi Sainte-Anne;50.7213942000;4.5975334780;50
3;T3;394;130.000000000000000;198.131091630510724;Matexi Sainte-Anne;50.7213088500;4.5974889920;50
3;T3;394;140.000000000000000;198.131091630510724;Matexi Sainte-Anne;50.7212235000;4.5974445070;50
3;T3;394;150.000000000000000;198.131091630510724;Matexi Sainte-Anne;50.7211381500;4.5974000220;50
3;T3;394;160.000000000000000;198.131091630510724;Matexi Sainte-Anne;50.7210528100;4.5973555370;50
3;T3;394;170.000000000000000;221.522213480206148;Matexi Sainte-Anne;50.7209803000;4.5972760180;50
3;T3;394;180.000000000000000;221.522213480206148;Matexi Sainte-Anne;50.7209131800;4.5971818130;50
3;T3;394;190.000000000000000;221.522213480206148;Matexi Sainte-Anne;50.7208460600;4.5970876090;50
3;T3;394;200.000000000000000;221.522213480206148;Matexi Sainte-Anne;50.7207789300;4.5969934050;50
3;T3;394;210.000000000000000;221.522213480206148;Matexi Sainte-Anne;50.7207118100;4.5968992010;50
3;T3;394;220.000000000000000;221.522213480206148;Matexi Sainte-Anne;50.7206446900;4.5968049980;50
3;T3;394;230.000000000000000;221.522213480206148;Matexi Sainte-Anne;50.7205775700;4.5967107950;50
3;T3;394;240.000000000000000;221.522213480206148;Matexi Sainte-Anne;50.7205104400;4.5966165920;50
3;T3;394;250.000000000000000;314.818109247504538;Matexi Sainte-Anne;50.7204767700;4.5965208680;50
3;T3;394;260.000000000000000;314.818109247504538;Matexi Sainte-Anne;50.7205403300;4.5964207230;50
